Sample_Point_X_Coord,Sample_Point_Y_Coord,Obstacle_Clearance_Distance,Nearest_Neighbor_Distance,Steering_Step_Size_Delta,Collision_Check_Latency_ms,Trajectory_Path_Length_m,Planning_Environment_Complexity
37.454011884736246,3.142918568673425,9.702068363083459,1.7662021686308886,0.6053069572960698,3.1568196273878657,40.38109059612364,Medium_Density
95.07143064099162,63.64104112637804,1.4452714819267227,13.518188473419626,4.5225092427298765,2.4356288302313356,58.80317695736905,Low_Density
73.1993941811405,31.435598107632668,2.592104968600284,13.74556047944761,2.5757366249945,1.4273978924741586,41.737761358493465,Medium_Density
59.86584841970366,50.85706911647028,13.498601990200772,16.11703258670606,4.1496415839279335,3.6713878376959217,26.902025671185342,Low_Density
15.601864044243651,90.7566473926093,9.175150082961931,18.289237676205207,1.6682430450499979,3.0970537178647626,32.266826344900934,Low_Density
15.599452033620265,24.929222914887493,0.33611636392611877,24.4083759468321,4.488063819631383,0.7736453800847664,89.41083302949792,High_Obstacle_Dense
5.8083612168199465,41.038292303562976,1.7017788344172753,13.149358533379285,2.0070882257973994,4.103625970997599,46.66406469217314,Medium_Density
86.61761457749351,75.55511385430486,10.019826182799227,8.412433587060526,0.15310449225346198,3.710290731008102,73.19733665607669,High_Obstacle_Dense
60.11150117432088,22.879816549162246,0.2749114409240366,19.98206177183324,4.536371684454392,4.276609614149062,96.57410150361595,Medium_Density
70.80725777960456,7.697990982879299,2.5799591609789805,7.135390155920819,0.5473047162520545,3.279451812328202,127.98633120973336,Narrow_Passage
2.0584494295802447,28.9751452913768,8.321260082625475,11.254799807288084,1.6646368241930332,2.7796976219142646,18.60443949330462,Narrow_Passage
96.99098521619943,16.122128725400444,10.44004892585186,2.4221813428855157,4.755303638548944,1.9111815114932542,146.30094701671916,Medium_Density
83.24426408004217,92.96976523425731,9.849026640638488,1.121093213678709,4.757975019994025,4.200641750925359,117.4872654344725,Medium_Density
21.233911067827616,80.8120379564417,3.519185780016285,24.084886159609162,2.909845651804102,3.9039843082768173,25.73551736741048,Medium_Density
18.182496720710063,63.34037565104234,10.74025247594353,20.981512952549043,3.1960023396320167,0.2512230819725429,158.76120884993858,Medium_Density
18.34045098534338,87.14605901877177,3.7112864949526414,17.5513680492956,2.297383057693767,0.16733303651277143,166.70656328934461,High_Obstacle_Dense
30.42422429595377,80.36720768991145,5.0159155327571625,10.519347138149612,1.5367327813205165,1.7252619826073208,22.26109725561711,High_Obstacle_Dense
52.475643163223786,18.657005888603585,11.248072795746758,4.745710841735722,1.7104562723125885,3.6569623219791563,58.51544488873023,High_Obstacle_Dense
43.194501864211574,89.25589984899777,9.814566905898777,4.3327075454416075,3.3953404347774887,4.443378775451503,147.4418150052343,Low_Density
29.122914019804192,53.93422419156507,12.768506475313833,6.6309510050325855,3.7866351942446324,0.7193551654107004,137.7076279844546,Narrow_Passage
61.18528947223795,80.74401551640625,9.932670806045081,13.956053285299951,3.978737314256658,2.6938816833170014,42.99953125187139,High_Obstacle_Dense
13.949386065204184,89.60912999234932,8.61096732936498,18.00760010615153,3.9691288996933145,1.7449643120080458,47.17068632056733,Low_Density
29.214464853521815,31.800347497186387,1.5863865638557686,16.674835729584416,0.5469099049385828,4.366119070274984,74.23931326895217,Low_Density
36.63618432936917,11.005192452767677,5.6421938852796165,7.3583804751756,2.5226594930426494,3.7974292079539036,93.39986151209158,Narrow_Passage
